T34,Net disbursements of official development assistance to recipients,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
434,Libya,2005,Net official development assistance received: Bilateral  (millions of US dollars),17.4700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2010,Net official development assistance received: Bilateral  (millions of US dollars),0.6700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2015,Net official development assistance received: Bilateral  (millions of US dollars),131.5200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2016,Net official development assistance received: Bilateral  (millions of US dollars),149.4800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2017,Net official development assistance received: Bilateral  (millions of US dollars),365.4600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,1975,Net official development assistance received: Multilateral (millions of US dollars),7.5700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,1985,Net official development assistance received: Multilateral (millions of US dollars),1.9200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,1995,Net official development assistance received: Multilateral (millions of US dollars),1.5700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2005,Net official development assistance received: Multilateral (millions of US dollars),6.3700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2010,Net official development assistance received: Multilateral (millions of US dollars),6.9400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2015,Net official development assistance received: Multilateral (millions of US dollars),25.8500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2016,Net official development assistance received: Multilateral (millions of US dollars),30.0100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2017,Net official development assistance received: Multilateral (millions of US dollars),66.4100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,1975,Net official development assistance received: Total (millions of US dollars),1.5500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,1985,Net official development assistance received: Total (millions of US dollars),5.2300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,1995,Net official development assistance received: Total (millions of US dollars),5.8400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2005,Net official development assistance received: Total (millions of US dollars),23.8400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2010,Net official development assistance received: Total (millions of US dollars),7.6100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2015,Net official development assistance received: Total (millions of US dollars),157.3700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2016,Net official development assistance received: Total (millions of US dollars),179.4900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2017,Net official development assistance received: Total (millions of US dollars),431.8700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2005,Net official development assistance received: Total (as % GNI),0.0500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2010,Net official development assistance received: Total (as % GNI),0.0100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2015,Net official development assistance received: Total (as % GNI),0.5200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2016,Net official development assistance received: Total (as % GNI),0.5400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,2017,Net official development assistance received: Total (as % GNI),0.8300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
450,Madagascar,1975,Net official development assistance received: Bilateral  (millions of US dollars),42.7400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
450,Madagascar,1985,Net official development assistance received: Bilateral  (millions of US dollars),118.0300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
450,Madagascar,1995,Net official development assistance received: Bilateral  (millions of US dollars),192.0100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
